@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,41,40,35-44,TRUE,FALSE,,,Oakland,Two Year,8454-AATJP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,>= $105,Yes,Offer A,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,High Monthly charge & Longer Tenure,94607,0.0098162,116.7361111,12,1400.833333,6,8405,,,,,9816.2,116.7361111,0,9816.2,12,1400.833333,136.3361111,15,19.6,136.3361111,37.80707,-122.297401,-1,116.7361111,115.05,0,0,72,8405,0,1411.2,0,9816.2,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,,,El Monte,Two Year,3508-CFVZL,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,>= $105,Yes,Offer A,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,91731,0.01150182,112.4774648,12,1349.729577,5.916666667,7985.9,,,,,11501.82,112.4774648,0,11501.82,12,1349.729577,161.9974648,19,49.52,161.9974648,34.079934,-118.046695,-1,112.4774648,111.3,0,0,71,7985.9,0,3515.92,0,11501.82,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,Tecate,Two Year,1557-EMYVT,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,>= $105,Yes,Offer B,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,91980,0.00595289,113.8395349,12,1366.074419,3.583333333,4895.1,,,,,5952.89,113.8395349,0,5952.89,12,1366.074419,138.4393023,26,24.85,138.4393023,32.587557,-116.636816,-1,113.8395349,115.05,0,0,43,4895.1,0,1068.55,10.76,5952.89,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,19,16,<25,TRUE,FALSE,,,Forbestown,Month to Month,3629-WEAAM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$60 to < $75,No,None,No,No,No,Mailed Check,Yes,Yes,California,Yes,Yes,No,<1,No,Low Monthly charge & Shorter Tenure,95941,0.00087437,63.00625,8,504.05,0.666666667,336.0333333,,,,,874.37,63.00625,1,874.37,8,504.05,109.29625,73,45.04,109.29625,39.531028,-121.24807,-1,63.00625,64.1,0,0,8,504.05,10,360.32,0,874.37,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,58,56,55-64,TRUE,FALSE,,,Lewiston,Month to Month,9938-EKRGF,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$75 to < $90,No,Offer D,Yes,Yes,No,Mailed Check,Yes,Yes,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,96052,0.0014224,85.85666667,12,1030.28,1.25,1287.85,,,,,1422.4,85.85666667,0,1422.4,12,1030.28,94.82666667,2,8.97,94.82666667,40.704293,-122.803899,-1,85.85666667,84.45,0,0,15,1287.85,0,134.55,0,1422.4,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,,,San Bernardino,One Year,4223-BKEOR,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$60 to < $75,No,Offer D,No,Yes,No,Mailed Check,Yes,No,California,Yes,Yes,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,92411,0.00198528,63.65714286,12,763.8857143,1.75,1336.8,,,,,1985.28,63.65714286,0,1985.28,12,763.8857143,94.53714286,15,30.88,94.53714286,34.122501,-117.320138,-1,63.65714286,64.85,0,0,21,1336.8,0,648.48,0,1985.28,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,56,56,55-64,TRUE,FALSE,,,Ballico,Two Year,2933-XEUJM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$75 to < $90,Yes,Offer B,No,Yes,No,Mailed Check,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,95303,0.00574798,78.12608696,12,937.5130435,3.833333333,3593.8,,,,,5747.98,78.12608696,0,5747.98,12,937.5130435,124.956087,2,46.83,124.956087,37.4695,-120.672724,-1,78.12608696,79.2,0,0,46,3593.8,0,2154.18,0,5747.98,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,76,72,65>,TRUE,FALSE,Other,Don't know,San Diego,Month to Month,5143-EGQFK,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Bank Withdrawal,No,Yes,California,No,No,No,<1,No,Low Monthly charge & Shorter Tenure,92126,0.0004014,29.14,10,291.4,0.833333333,242.8333333,,$0.00M,401.4,,,29.14,0,,10,291.4,40.14,20,,40.14,32.886925,-117.152162,-1,29.14,29.65,0,0,10,291.4,110,0,0,401.4,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,74,72,65>,TRUE,FALSE,Other,Don't know,Boron,Month to Month,9667-EQRXU,Churned,Churned,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,Yes,2 to <3,No,Low Monthly charge & Longer Tenure,93516,0.00127295,39.09833333,12,469.18,2.5,1172.95,,$0.00M,1272.95,,,39.09833333,0,,12,469.18,42.43166667,7,,42.43166667,34.95703,-117.73045,-1,39.09833333,40.3,0,0,30,1172.95,100,0,0,1272.95,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,74,72,65>,TRUE,FALSE,Competitor,Competitor made better offer,Rio Dell,Month to Month,1768-ZAIFU,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95562,2.52E-05,25.2,1,25.2,0.083333333,2.1,,$0.00M,25.2,,,25.2,0,,1,25.2,25.2,5,,25.2,40.485849,-124.163234,-1,25.2,25.2,0,0,1,25.2,0,0,0,25.2,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,31,24,25-34,TRUE,FALSE,Competitor,Competitor made better offer,Temecula,Month to Month,5261-QSHQM,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,Offer E,No,No,Yes,Bank Withdrawal,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,92592,8.66E-05,21.65,4,86.6,0.333333333,28.86666667,,$0.00M,86.6,,,21.65,0,,4,86.6,21.65,9,,21.65,33.507255,-117.029473,-1,21.65,24.45,0,0,4,86.6,0,0,0,86.6,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,Dissatisfaction,Limited range of services,South Dos Palos,Month to Month,6834-NXDCA,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,93665,0.0003008,23.13846154,12,277.6615385,1.083333333,300.8,,$0.00M,300.8,,,23.13846154,0,,12,277.6615385,23.13846154,53,,23.13846154,36.959731,-120.653519,-1,23.13846154,23.9,0,0,13,300.8,0,0,0,300.8,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,79,72,65>,TRUE,FALSE,Dissatisfaction,Service dissatisfaction,Burbank,Month to Month,3776-EKTKM,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,91501,3.65E-05,36.45,1,36.45,0.083333333,3.0375,,$0.00M,36.45,,,36.45,0,,1,36.45,36.45,26,,36.45,34.188339,-118.300942,-1,36.45,36.45,0,0,1,36.45,0,0,0,36.45,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,Price,Price too high,Eagleville,Month to Month,5378-IKEEG,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,Offer E,No,No,Yes,Bank Withdrawal,No,No,California,No,No,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,96110,3.58E-05,35.75,1,35.75,0.083333333,2.979166667,,$0.00M,35.75,,,35.75,0,,1,35.75,35.75,2,,35.75,41.280341,-120.150381,-1,35.75,35.75,0,0,1,35.75,0,0,0,35.75,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,53,48,45-54,TRUE,FALSE,Dissatisfaction,Network reliability,Comptche,Month to Month,4030-VPZBD,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,Yes,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95427,5.91E-05,29.525,2,59.05,0.166666667,9.841666667,,$0.00M,59.05,,,29.525,0,,2,59.05,29.525,18,,29.525,39.239818,-123.565432,-1,29.525,30.9,0,0,2,59.05,0,0,0,59.05,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,73,72,65>,TRUE,FALSE,Attitude,Attitude of support person,Newcastle,Month to Month,3677-IYRBF,Churned,Churned,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95658,7.87E-05,39.325,2,78.65,0.166666667,13.10833333,,$0.00M,78.65,,,39.325,0,,2,78.65,39.325,13,,39.325,38.883224,-121.15918,-1,39.325,30.4,0,0,2,78.65,0,0,0,78.65,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,Other,Don't know,Lake Elsinore,Month to Month,8718-PTMEZ,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,Yes,No,Yes,Bank Withdrawal,No,No,California,No,No,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,92530,0.00034725,26.71153846,12,320.5384615,1.083333333,347.25,,$0.00M,347.25,,,26.71153846,0,,12,320.5384615,26.71153846,16,,26.71153846,33.655421,-117.391751,-1,26.71153846,31.05,0,0,13,347.25,0,0,0,347.25,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,Attitude,Attitude of service provider,Baker,Month to Month,3806-DXQOM,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,Offer E,Yes,Yes,Yes,Bank Withdrawal,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,92309,0.00013785,34.4625,4,137.85,0.333333333,45.95,,$0.00M,137.85,,,34.4625,0,,4,137.85,34.4625,4,,34.4625,35.28952,-116.092214,-1,34.4625,33.65,0,0,4,137.85,0,0,0,137.85,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,53,48,45-54,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Dunsmuir,Month to Month,7016-BPGEU,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Credit Card,No,No,California,No,No,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,96025,0.00071285,24.58103448,12,294.9724138,2.416666667,712.85,,$0.00M,712.85,,,24.58103448,0,,12,294.9724138,24.58103448,22,,24.58103448,41.212695,-122.392067,-1,24.58103448,25.1,0,0,29,712.85,0,0,0,712.85,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,68,64,65>,TRUE,FALSE,Attitude,Attitude of service provider,Fulton,Month to Month,1496-GGSUK,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Mailed Check,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95439,2.57E-05,25.7,1,25.7,0.083333333,2.141666667,,$0.00M,25.7,,,25.7,0,,1,25.7,25.7,9,,25.7,38.493888,-122.777141,-1,25.7,25.7,0,0,1,25.7,0,0,0,25.7,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,35,32,35-44,TRUE,FALSE,Competitor,Competitor had better devices,Granite Bay,Month to Month,6032-IGALN,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Mailed Check,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95746,2.51E-05,25.1,1,25.1,0.083333333,2.091666667,,$0.00M,25.1,,,25.1,0,,1,25.1,25.1,28,,25.1,38.749466,-121.184196,-1,25.1,25.1,0,0,1,25.1,0,0,0,25.1,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,48,48,45-54,TRUE,FALSE,Competitor,Competitor made better offer,Kernville,Month to Month,5650-VDUDS,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,Offer E,No,No,Yes,Mailed Check,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,93238,9.61E-05,24.0125,4,96.05,0.333333333,32.01666667,,$0.00M,96.05,,,24.0125,0,,4,96.05,24.0125,16,,24.0125,35.852892,-118.397782,-1,24.0125,24.25,0,0,4,96.05,0,0,0,96.05,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,37,32,35-44,TRUE,FALSE,,,Corte Madera,Month to Month,4367-NHWMM,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Credit Card,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,94925,2.49E-05,24.9,1,24.9,0.083333333,2.075,,,,,24.9,24.9,1,24.9,1,24.9,24.9,13,,24.9,37.924014,-122.511694,-1,24.9,24.9,0,0,1,24.9,0,0,0,24.9,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,19,16,<25,TRUE,FALSE,,,Petrolia,Month to Month,7537-RBWEA,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$15 to < $30,,None,No,No,Yes,Credit Card,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,95558,2.52E-05,25.15,1,25.15,0.083333333,2.095833333,,,,,25.15,25.15,1,25.15,1,25.15,25.15,52,,25.15,40.274302,-124.210902,-1,25.15,25.15,0,0,1,25.15,0,0,0,25.15,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,Burlingame,Month to Month,3050-GBUSH,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,No,No,Yes,Credit Card,No,No,California,No,No,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,94010,0.00011395,37.98333333,3,113.95,0.25,28.4875,,,,,113.95,37.98333333,1,113.95,3,113.95,37.98333333,46,,37.98333333,37.57028,-122.365778,-1,37.98333333,34.8,0,0,3,113.95,0,0,0,113.95,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,45,40,45-54,TRUE,FALSE,,,Santa Monica,Month to Month,6133-OZILE,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,Offer D,No,No,Yes,Bank Withdrawal,No,Yes,California,No,No,No,1 to <2,No,Low Monthly charge & Shorter Tenure,90403,0.0006573,33.73888889,12,404.8666667,1.5,607.3,,,,,657.3,33.73888889,0,657.3,12,404.8666667,36.51666667,11,,36.51666667,34.031529,-118.491156,-1,33.73888889,35.2,0,0,18,607.3,50,0,0,657.3,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,77,72,65>,TRUE,FALSE,,,Chula Vista,Month to Month,6211-WHMYA,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,Yes,No,Yes,Bank Withdrawal,No,Yes,California,No,No,Yes,5 to <6,No,Low Monthly charge & Longer Tenure,91915,0.002781,42.984375,12,515.8125,5.333333333,2751,,,,,2781,42.984375,0,2781,12,515.8125,43.453125,21,,43.453125,32.605012,-116.97595,-1,42.984375,43.85,0,0,64,2751,30,0,0,2781,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,,,Irvine,Month to Month,3689-MOZGR,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,Yes,California,No,No,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,92618,0.0009262,31.93793103,12,383.2551724,2.416666667,926.2,,,,,926.2,31.93793103,0,926.2,12,383.2551724,31.93793103,59,,31.93793103,33.667145,-117.732135,-1,31.93793103,31.2,0,0,29,926.2,0,0,0,926.2,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,27,24,25-34,TRUE,FALSE,,,Corona,Month to Month,6339-DKLMK,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,Offer D,Yes,No,Yes,Bank Withdrawal,No,No,California,No,No,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,92879,0.00038995,29.99615385,12,359.9538462,1.083333333,389.95,,,,,389.95,29.99615385,0,389.95,12,359.9538462,29.99615385,27,,29.99615385,33.893823,-117.531446,-1,29.99615385,31.65,0,0,13,389.95,0,0,0,389.95,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,41,40,35-44,TRUE,FALSE,,,Pleasanton,Month to Month,2908-ZTPNF,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,Offer C,Yes,No,Yes,Bank Withdrawal,No,Yes,California,No,No,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,94566,0.0012672,35.2,12,422.4,3,1267.2,,,,,1267.2,35.2,0,1267.2,12,422.4,35.2,2,,35.2,37.633361,-121.862395,-1,35.2,34.85,0,0,36,1267.2,0,0,0,1267.2,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,59,56,55-64,TRUE,FALSE,,,Fresno,Month to Month,6549-NNDYT,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,Yes,Yes,Bank Withdrawal,No,No,California,No,No,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,93720,0.0003941,30.31538462,12,363.7846154,1.083333333,394.1,,,,,394.1,30.31538462,0,394.1,12,363.7846154,30.31538462,7,,30.31538462,36.878709,-119.7645,-1,30.31538462,30.85,0,0,13,394.1,0,0,0,394.1,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,34,32,25-34,TRUE,FALSE,,,Mammoth Lakes,Month to Month,6537-QLGEX,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,No,Yes,Yes,Bank Withdrawal,No,No,California,No,No,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,93546,0.0006644,41.525,12,498.3,1.333333333,664.4,,,,,664.4,41.525,0,664.4,12,498.3,41.525,30,,41.525,37.550074,-118.837167,-1,41.525,38.9,0,0,16,664.4,0,0,0,664.4,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,62,56,55-64,TRUE,FALSE,,,Los Angeles,Month to Month,6137-MFAJN,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,Yes,Yes,Yes,Bank Withdrawal,No,No,California,No,No,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,90008,0.00210455,43.84479167,12,526.1375,4,2104.55,,,,,2104.55,43.84479167,0,2104.55,12,526.1375,43.84479167,23,,43.84479167,34.008293,-118.346766,-1,43.84479167,44.8,0,0,48,2104.55,0,0,0,2104.55,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,37,32,35-44,TRUE,FALSE,,,Santa Cruz,One Year,7325-ENZFI,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,None,Yes,Yes,Yes,Bank Withdrawal,No,Yes,California,No,No,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,95064,0.0016304,41.80512821,12,501.6615385,3.25,1630.4,,,,,1630.4,41.80512821,0,1630.4,12,501.6615385,41.80512821,19,,41.80512821,37.007882,-122.065975,-1,41.80512821,40.3,0,0,39,1630.4,0,0,0,1630.4,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,34,32,25-34,TRUE,FALSE,,,Hopland,One Year,4598-ZADCK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$45 to < $60,,None,Yes,Yes,Yes,Bank Withdrawal,No,Yes,California,No,No,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,95449,0.0028792,54.3245283,12,651.8943396,4.416666667,2879.2,,,,,2879.2,54.3245283,0,2879.2,12,651.8943396,54.3245283,25,,54.3245283,38.93706,-123.118111,-1,54.3245283,53.6,0,0,53,2879.2,0,0,0,2879.2,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,77,72,65>,TRUE,FALSE,,,Fresno,Two Year,8450-UYIBU,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,No,Yes,Bank Withdrawal,No,No,California,No,No,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,93703,0.0014346,40.98857143,12,491.8628571,2.916666667,1434.6,,,,,1434.6,40.98857143,0,1434.6,12,491.8628571,40.98857143,26,,40.98857143,36.768774,-119.762633,-1,40.98857143,39.85,0,0,35,1434.6,0,0,0,1434.6,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,59,56,55-64,TRUE,FALSE,,,Fallbrook,Month to Month,2946-KIQSP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,Offer C,No,No,Yes,Credit Card,No,Yes,California,No,No,No,2 to <3,No,Low Monthly charge & Longer Tenure,92028,0.00120585,33.59571429,12,403.1485714,2.916666667,1175.85,,,,,1205.85,33.59571429,0,1205.85,12,403.1485714,34.45285714,12,,34.45285714,33.362575,-117.299644,-1,33.59571429,33.45,0,0,35,1175.85,30,0,0,1205.85,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,53,48,45-54,TRUE,FALSE,,,Cedarville,Month to Month,9626-WEQRM,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,None,No,Yes,Yes,Credit Card,No,No,California,No,No,No,<1,No,Low Monthly charge & Shorter Tenure,96104,0.00012005,27.5125,4,110.05,0.333333333,36.68333333,,,,,120.05,27.5125,1,120.05,4,110.05,30.0125,2,,30.0125,41.505916,-120.152505,-1,27.5125,29.15,0,0,4,110.05,10,0,0,120.05,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,22,16,<25,TRUE,FALSE,,,Llano,Month to Month,4718-DHSMV,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$30 to < $45,,Offer D,No,No,Yes,Credit Card,No,No,California,No,No,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,93544,0.00036315,33.01363636,11,363.15,0.916666667,332.8875,,,,,363.15,33.01363636,1,363.15,11,363.15,33.01363636,52,,33.01363636,34.500091,-117.765862,-1,33.01363636,35.8,0,0,11,363.15,0,0,0,363.15,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,24,24,<25,TRUE,FALSE,,,Yuba City,Month to Month,4310-KEDTB,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,None,No,No,Yes,Credit Card,No,No,California,No,No,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,95993,0.00077622,30.25,12,363,2.166666667,786.5,,,,,776.22,30.25,0,776.22,12,363,29.85461539,27,,29.85461539,39.075694,-121.70606,-1,30.25,29.8,2,0,26,786.5,0,0,10.28,776.22,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,35,32,35-44,TRUE,FALSE,,,Los Angeles,Month to Month,8799-OXZMD,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,Offer C,No,No,Yes,Credit Card,No,No,California,No,No,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,90048,0.0007907,28.23928571,12,338.8714286,2.333333333,790.7,,,,,790.7,28.23928571,0,790.7,12,338.8714286,28.23928571,14,,28.23928571,34.072945,-118.37267,-1,28.23928571,29.75,0,0,28,790.7,0,0,0,790.7,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Baker,Month to Month,2320-SLKMB,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$30 to < $45,,None,No,No,Yes,Credit Card,No,Yes,California,No,No,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,92309,0.0011838,45.53076923,12,546.3692308,2.166666667,1183.8,,,,,1183.8,45.53076923,0,1183.8,12,546.3692308,45.53076923,29,,45.53076923,35.28952,-116.092214,-1,45.53076923,44.45,0,0,26,1183.8,0,0,0,1183.8,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,57,56,55-64,TRUE,FALSE,,,Hanford,Month to Month,7421-ZLUPA,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$15 to < $30,,None,Yes,No,Yes,Credit Card,No,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,93230,0.00022695,28.36875,8,226.95,0.666666667,151.3,,,,,226.95,28.36875,1,226.95,8,226.95,28.36875,2,,28.36875,36.29223,-119.622676,-1,28.36875,29.25,0,0,8,226.95,0,0,0,226.95,0
